,summit_elev,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,EVS,MAE,Intercept
0,5.112404018088086,1.0730305045669255,0.07601005561941608,0.21710329003664405,0.39250459572548313,0.9778020694535557,0.9571385945397406,1.4223057291281112,0.21956838382247879,1.4371617277614699,0.5815225221457176,2.1419996463087663,0.04120459203356758,0.37527902376231875,0.34189908757493104,0.2777246812640521,0.23868367753846112,0.299171742880183,0.5737911315237106,19.731007886939004,0.13791681820799168,0.7978947994135984,6.651258271345664,0.9339443171331909,5.09441248444283,64.1297316859768
